idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-17930;24_17930;;fourniture d’unités nautiques d’hospitalités à terre pour le Village départ du Vendée Globe 2024-2025.;24-17930;JOUE;['85'];;Marchés européens;2024-02-14;2024-03-14;2024-03-15T11:00:00+00:00;SAEM VENDEE - Vendée Globe;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['445'];['445'];['Evénementiel'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17930;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17930.pdf
24-17938;24_17938;;Assistant à maitrise d'ouvrage pour le suivi-animation du programme d'intérêt général sur la rénovation énergétique des copropriétés - accord-cadre composite 2024-2029 - Tranche ferme pour les années;24-17938;JOUE;['38'];;Marchés européens;2024-02-14;2024-03-28;2024-03-28T11:00:00+00:00;COMMUNAUTE D'AGGLOMERATION PORTE DE L'ISERE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17938;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17938.pdf
24-17950;24_17950;;Gestion et organisation de déplacements du personnel de l'agence de l'eau Adour Garonne, de ses administrateurs et éventuellement d'invités, en France et à l'étranger.;24-17950;JOUE;['31'];;Marchés européens;2024-02-14;2024-03-18;2024-03-18T10:00:00+00:00;Tribunal administratif de Toulouse;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['367'];['367'];['Voyage'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17950;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17950.pdf
24-17720;24_17720;;AC24-01;24-17720;JOUE;['64', '40', '65', '33', '47'];;Marchés européens;2024-02-14;2024-03-12;2024-03-15T10:00:00+00:00;Tribunal administratif de Pau;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['443'];['443'];['Electricité, gaz (fourniture)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17720;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17720.pdf
24-17757;24_17757;;Achat et dépannages de bennes métalliques amovibles et de porte-engins;24-17757;JOUE;['50'];;Marchés européens;2024-02-14;2024-03-18;2024-03-18T16:00:00+00:00;Communauté d'agglomération du Cotentin;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['34', '266', '196'];['34', '266', '196'];['Benne', 'Pièces détachées', 'Maintenance'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17757;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17757.pdf
24-17760;24_17760;;Fourniture, installation, paramétrages et maintenance d'un poste central de régulation du trafic (PCRT);24-17760;JOUE;['76'];;Marchés européens;2024-02-14;2024-03-15;2024-03-15T15:00:00+00:00;LE HAVRE SEINE METROPOLE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['455'];['455'];['Ingénierie'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17760;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17760.pdf
24-17762;24_17762;;Missions d'assistance juridique et financière pour le Centre commercial V2 à Villeneuve d'Ascq (relance);24-17762;JOUE;['59'];;Marchés européens;2024-02-14;2024-03-29;2024-03-29T10:00:00+00:00;Métropole Européenne de Lille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['434'];['434'];['Assistance juridique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17762;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17762.pdf
24-17876;24_17876;;Traitement des boues des stations d'épuration de la Communauté d'Agglomération de Haguenau - accord-cadre à bons de commande - lots 01 et 02;24-17876;JOUE;['67'];;Marchés européens;2024-02-14;2024-03-15;2024-03-15T10:00:00+00:00;Communauté d'Agglomération de Haguenau;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17876;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17876.pdf
24-17881;24_17881;;Accord-cadre mono-attributaire à bons de commande relatif aux missions de géodétection de réseaux-.;24-17881;JOUE;['10'];;Marchés européens;2024-02-14;2024-03-18;2024-03-18T16:00:00+00:00;Service commande publique;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17881;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17881.pdf
24-17884;24_17884;;MAITRISE D'?UVRE CONCERNANT L'ACQUISITION, LA MISE EN ROUTE, LA QUALIFICATION ET LA MAINTENANCE D'UN MELANGEUR GRANULATEUR SECHEUR DE POUDRES PHARMACEUTIQUES AU PROFIT DE LA PHARMACIE CENTRALE DES ARM;24-17884;JOUE;['45'];;Marchés européens;2024-02-14;2024-02-20;;Direction des approvisionnements en produits de santé des armées;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['194'];['194'];['Machines-outils'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17884;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17884.pdf
24-17901;24_17901;;CONTRAT D'EXPLOITATION DES INSTALLATIONS THERMIQUES DES BATIMENTS COMMUNAUX;24-17901;JOUE;['13'];;Marchés européens;2024-02-14;2024-03-15;2024-03-15T15:00:00+00:00;Mairie de Carry-le-Rouet;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['59', '62'];['59', '62'];['Chauffage (exploitation, entretien)', 'Climatisation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17901;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17901.pdf
24-17589;24_17589;;Marché de service relatif à une prestation d'assurance des risques statutaires pour les collectivités et établissements affiliés et non affiliés au cdg69 et pour lui-même.;24-17589;JOUE;['69'];;Marchés européens;2024-02-14;2024-03-15;;Centre de Gestion de la FPT du Rhône et de la Métropole de Lyon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17589;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17589.pdf
24-17644;24_17644;;Marché de coordination et synthèse des maîtrises d'oeuvre pour le prolongement du tramway T1 vers Val-de-Fontenay;24-17644;JOUE;['93'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T11:00:00+00:00;Département de la Seine-Saint-Denis;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;RECTIFICATIF;['19', '433'];['19', '433'];"['Assistance technique', ""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17644;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17644.pdf
24-17657;24_17657;;Fourniture et livraison de jeux, jouets, produits électroniques et petit équipement sportif pour les services du Département de l'Eure;24-17657;JOUE;['27'];;Marchés européens;2024-02-14;2024-04-13;2024-03-19T13:00:00+00:00;Département de l'Eure;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['113', '175'];['113', '175'];['Equipement sportif', 'Jeux, jouets'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17657;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17657.pdf
24-17693;24_17693;;Restauration du retable de la Chapelle Sainte Anne, propriété de la ville de Saint-Tropez, ayant fait l'objet d'une protection MH;24-17693;JOUE;['83'];;Marchés européens;2024-02-14;2024-03-19;2024-03-19T10:00:00+00:00;Comité consultatif interrégional de règlement à l'amiable des différents de Marseille ( CCIRA) secrétariat;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['247', '236'];['247', '236'];"[""Oeuvre d'art"", 'Monuments historiques']";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17693;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17693.pdf
24-17696;24_17696;;ALIMENTATION AU PROFIT DES JEUNES ADMINISTRES CONVOQUES A LA JOURNEE DEFENSE ET CITOYENNETE (JDC) ou (JDCA) ET DE LEURS ENCADRANTS , ORGANISEE PAR LES CENTRES DU SERIVICE NATIONAL ET DE LA JEUNESSE;24-17696;JOUE;['76', '01', '27', '14', '61', '69', '74', '38', '73'];;Marchés européens;2024-02-14;2024-03-31;2024-03-08T10:00:00+00:00;Direction du Service National et de la Jeunesse;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['66'];['66'];['Restauration collective'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17696;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17696.pdf
24-17883;24_17883;;Achat et livraison de fournitures techniques;24-17883;JOUE;['30'];;Marchés européens;2024-02-14;2024-02-23;2024-03-15T11:00:00+00:00;Ville de Nîmes (30);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['198'];['198'];['Matériaux de construction'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17883;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17883.pdf
24-17900;24_17900;;Impression et distribution du journal institutionnel du Département du Gers;24-17900;JOUE;['32'];;Marchés européens;2024-02-14;2024-03-18;2024-03-18T16:00:00+00:00;DEPARTEMENT DU GERS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['160', '274'];['160', '274'];['Impression', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17900;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17900.pdf
24-17612;24_17612;;Accord-cadre à bons de commande de blanchisserie avec transport de linge - départements 17,  23, 40, 47, 64, 79, 86 et 87;24-17612;JOUE;['23', '17', '40', '47', '64', '32', '79', '86', '33'];;Marchés européens;2024-02-14;2024-03-14;2024-03-11T10:00:00+00:00;TRIBUNAL ADMINISTRATIF DE BORDEAUX;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['36'];['36'];['Blanchissage'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17612;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17612.pdf
24-17638;24_17638;;Maintenance multi technique pour l'EPSM de la Somme;24-17638;JOUE;['80'];;Marchés européens;2024-02-14;2024-04-12;2024-02-23T10:00:00+00:00;Tribunal administratif d'Amiens;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17638;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17638.pdf
24-17442;24_17442;;MISSIONS DE CONTROLE TECHNIQUE POUR L AMENAGEMENT PARTIEL DE L ILOT PAUL BERT : RESTRUCTURATION LOURDE, EXTENTION ET SURELEVATION DE L ECOLE PAUL BERT CREATION D UN CENTRE ADMINISTRATIF ET D UN PARKIN;24-17442;JOUE;['92'];;Marchés européens;2024-02-14;2024-03-14;2024-03-14T10:00:00+00:00;Comité consultatif interdépartemental de règlement amiable des différends ou litiges relatifs aux  marchés de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['72'];['72'];['Contrôle technique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17442;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17442.pdf
24-17488;24_17488;;Assistance à maîtrise d'ouvrage pour l'élaboration du Plan Intercommunal de Sauvegarde (PICS) et révision ou élaboration des Plans Communaux de Sauvegarde (PCS);24-17488;JOUE;['76', '75', '80', '60', '27', '14'];;Marchés européens;2024-02-14;2024-03-20;2024-03-18T06:00:00+00:00;TRIBUNAL ADMINISTRATIF DE ROUEN;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17488;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17488.pdf
24-17695;24_17695;;Mobiliers, box acoustiques, rangements et sièges de bureau en acquisition avec exécution des prestations associées et annexes.;24-17695;JOUE;['77'];;Marchés européens;2024-02-14;2024-07-03;2024-04-03T14:00:00+00:00;Union des Groupements d'Achats Publics;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['230'];['230'];['Mobilier'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17695;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17695.pdf
24-17766;24_17766;;Accord-cadre de Maîtrise d'oeuvre d'aménagements bus;24-17766;JOUE;['44'];;Marchés européens;2024-02-14;2024-03-05;2024-03-05T11:00:00+00:00;SEMITAN, mandataire de Nantes Métropole;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['455', '197', '253', '347', '365'];['455', '197', '253', '347', '365'];"['Ingénierie', ""Maîtrise d'oeuvre"", ""Ouvrage d'infrastructure"", 'Transport', 'Voirie']";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17766;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17766.pdf
24-17899;24_17899;;Fourniture de produits surgelés pour la Cuisine centrale;24-17899;JOUE;['71'];;Marchés européens;2024-02-14;2024-03-13;;Tribunal administratif de Dijon;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['330'];['330'];['Surgelés'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17899;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17899.pdf
24-17953;24_17953;;Bâtiments en ligne VAL TRAM Réalisation d une ligne de tramway entre Aubagne et La Bouilladisse;24-17953;JOUE;['13', '83', '84'];;Marchés européens;2024-02-14;2024-04-12;2024-03-13T10:30:00+00:00;Métropole Aix-Marseille-Provence;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['144'];['144'];['Gros oeuvre'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17953;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17953.pdf
24-17639;24_17639;;Acquisition d'horodateurs, de fanions de zonage et de tirelires de collecte  & mise en service d'horodateurs et services associés pour la ville de Sète;24-17639;JOUE;['34'];;Marchés européens;2024-02-14;2024-05-11;;Ville de Sète;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['151'];['151'];['Horodateur'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17639;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17639.pdf
24-17687;24_17687;;Corps d'Etat n°17 Fourniture et pose de cloisons modulaires du patrimoine immobilier dans les bâtiments appartenant au Département des Bouches-du-Rhône ou loués par lui;24-17687;JOUE;['13', '83', '84'];;Marchés européens;2024-02-14;2024-04-23;2024-03-26T10:00:00+00:00;Conseil Départemental des Bouches du Rhône;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['63'];['63'];['Cloison, faux plafond'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17687;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17687.pdf
24-17444;24_17444;;Mise à disposition d'agents SSIAP pour le Centre  hospitalier de Pau et d'agents de prévention et de  sécurité (APS) pour le Centre hospitalier des  Pyrénées;24-17444;JOUE;['64'];;Marchés européens;2024-02-14;2024-05-11;;Groupement Hospitalier de Territoire Béarn et Soule;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['138', '274', '332'];['138', '274', '332'];['Gardiennage', 'Prestations de services', 'Sécurité incendie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17444;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17444.pdf
24-17507;24_17507;;Maîtrise d'oeuvre relative à la rénovation du CRA 31;24-17507;JOUE;['31', '09', '65', '32', '82', '81', '11', '34', '66'];;Marchés européens;2024-02-14;2024-03-12;;Tribunal Administratif de Toulouse;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274', '118'];['274', '118'];['Prestations de services', 'Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17507;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17507.pdf
24-17433;24_17433;;OGS Phase 4 Aménagement du parking Méandre VL et de la promenade du Méandre;24-17433;JOUE;['07'];;Marchés européens;2024-02-14;2024-05-11;;Département de l'Ardèche;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['353'];['353'];['Travaux de viabilité'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17433;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17433.pdf
24-17437;24_17437;;Etudes de risques de chutes de blocs, de talus instables et de surveillance des équipements;24-17437;JOUE;['07'];;Marchés européens;2024-02-14;2024-05-11;;Département de l'Ardèche;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux'];;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17437;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17437.pdf
24-17491;24_17491;;Entretien ménager de 7 structures Petite Enfance Ville du Mans pour 4 ans;24-17491;JOUE;['72'];;Marchés européens;2024-02-14;2024-03-14;2024-03-14T16:00:00+00:00;Ville du Mans;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17491;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17491.pdf
24-17796;24_17796;;Prestations de nettoyage des locaux du CRI antenne de Mèze, de la médiathèque A. Chedid et de la régie des eaux de la Ville de Mèze;24-17796;JOUE;['34'];;Marchés européens;2024-02-14;2024-05-12;;Sète agglopôle Méditerranée;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17796;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17796.pdf
24-17821;24_17821;;Délégation de service public pour la gestion des marchés d'approvisionnement de plein air de la Ville de Saint-Maur-des-Fossés;24-17821;JOUE;['94', '91', '92', '93', '75', '77'];;Marchés européens;2024-02-14;2024-03-15;2024-03-15T10:00:00+00:00;Ville de Saint-Maur-des-Fossés;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;['environnementaux'];;;INITIAL;['406'];['406'];['Délégation de service public'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17821;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17821.pdf
24-17888;24_17888;;Appel d'offre;24-17888;JOUE;['75', '92'];;Marchés européens;2024-02-14;2024-02-29;;SIFUREP;;DIRECTIVE-23;;;Procédure NC;/;ATTRIBUTION;CONCESSION;Résultat de marché;Concession;attribution/concession;Résultat de marché/Concession;;;;INITIAL;['401'];['401'];['Articles funéraires, cercueil'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17888;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17888.pdf
24-17423;24_17423;;prestations de service traiteur;24-17423;JOUE;['45'];;Marchés européens;2024-02-14;2024-04-12;;ABEILLE ROYALE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['304'];['304'];['Repas, traiteur'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17423;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17423.pdf
24-17466;24_17466;;Prestations de maintenance préventive et curative des stations de gonflage d'air respirable du SDIS 33 et fourniture de pièces détachées.;24-17466;JOUE;['33'];;Marchés européens;2024-02-14;2024-03-12;;Bauer Compresseurs SAS;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17466;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17466.pdf
24-17849;24_17849;;Concours restreint de maîtrise d'oeuvre : Restructuration et extension de l'unité psychogériatrie des 2 vallées à Montpon-Ménestérol (24) - CH Vauclaire;24-17849;JOUE;['24'];;Marchés européens;2024-02-14;2024-04-09;;Organe chargé des procédures de médiation : Comité Consultatif Interrégional de Règlement Amiable des litiges en matière de marchés Publics C.C.I.R.A de Bordeaux, DREETS Nouvelle Aquitaine - Pole C - Immeuble Le Pôle;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;CONCOURS;Résultat de marché;Concours;attribution/concours;Résultat de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17849;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17849.pdf
24-17704;24_17704;;Fourniture et livraison de fioul domestique pour les Services du Département de la Lozère - Secteur Langogne / Villefort;24-17704;JOUE;['48'];;Marchés européens;2024-02-14;2024-05-12;;Département de la Lozère;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['438'];['438'];['Combustible'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-17704;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-17704.pdf
