idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-15825;24_15825;;Accompagnement des Olympiades Marseillaises du 2 au 5 mai 2024 - 8 lots;24-15825;FNS;['13'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-23;2024-02-22T16:00:00+00:00;Ville de Marseille - Pôle Grands Evènements;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['430'];['430'];"[""Aire d'accueil""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15825;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15825.pdf;FALSE
24-15826;24_15826;;Acquisition d'un broyeur de branches autonome sur châssis routier tracté pour le SYDEVOM de Haute-Provence;24-15826;MAPA;['04', '05', '13'];;Marchés <90 k€ (MAPA);2024-02-08;2024-02-22;2024-02-22T12:00:00+00:00;SYDEVOM DE HAUTE PROVENCE;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['200'];['200'];['Matériel agricole, horticole'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15826;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15826.pdf;FALSE
24-15829;24_15829;;Entretien des espaces verts de la Ville de Villers-lès-Nancy-.;24-15829;FNS;['54'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T12:00:00+00:00;Ville de Villers-Les-Nancy;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15829;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15829.pdf;FALSE
24-15845;24_15845;;Modernisation de la section des bébés et de son poste de change à la crèche 128 rue de Longchamp 75016 Paris;24-15845;FNS;['75'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T12:00:00+00:00;Ville de Paris;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['222'];['222'];['Menuiserie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15845;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15845.pdf;FALSE
24-15694;24_15694;;Les marchés ont pour objet la réalisation de travaux d'aménagement du 4ème étage du CDFIP de Lorient en vue de l'installation d'un pôle national de contrôle à distance (PNCD).;24-15694;FNS;['56', '35', '44'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-23;2024-02-23T12:00:00+00:00;Centre des finances publiques;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['33'];['33'];['Bâtiment'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15694;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15694.pdf;FALSE
24-15710;24_15710;;23s0077 - Acquisition de produits et matériels d'entretien spécifiques à la restauration 2024-2028;24-15710;FNS;['84', '13', '30'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-12;2024-03-12T11:30:00+00:00;Ville d'Avignon;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['278'];['278'];"[""Produits d'entretien""]";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15710;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15710.pdf;FALSE
24-15727;24_15727;;Travaux d'extension et de requalification de la déchetterie de Corte - Relance Lot 3 Et Lot 5;24-15727;FNS;['20B'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-07;;Syvadec;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['96'];['96'];['Déchetterie (travaux)'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15727;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15727.pdf;FALSE
24-15737;24_15737;;Accord-cadre porte sur la fourniture et la livraison de la tenue vestimentaire commune à destination des enfants scolarisés dans les écoles de la Ville de Troyes - Lot 2 : blouses vestimentaires -.;24-15737;FNS;['10'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T17:00:00+00:00;Commune de Troyes;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['343'];['343'];['Textile'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15737;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15737.pdf;FALSE
24-15764;24_15764;;Travaux de sécurisation de la traversée de Coursan;24-15764;FNS;['11'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;;Syndicat Mixte du Delta de l'Aude;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['91'];['91'];['Digue'];['TRAVAUX'];['Travaux'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15764;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15764.pdf;FALSE
24-15581;24_15581;;Relevé patrimonial sur RD du réseau de desserte;24-15581;MAPA;['25'];;Marchés <90 k€ (MAPA);2024-02-08;2024-02-28;2024-02-28T17:00:00+00:00;Département du Doubs;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['274', '366'];['274', '366'];['Prestations de services', 'Voirie et réseaux divers'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15581;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15581.pdf;FALSE
24-15588;24_15588;;Relance - Reprise de désordres structurels des deux préaux du Collège de Nouzonville-.;24-15588;FNS;['08'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-01;2024-03-01T16:00:00+00:00;Conseil Départemental des Ardennes;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15588;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15588.pdf;FALSE
24-15786;24_15786;;Travaux de renouvellement et de redimensionnement d'un réseau d'eau potable Impasse Vives 65000 Tarbes;24-15786;MAPA;['65'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-15;2024-03-15T17:00:00+00:00;Communauté d'Agglomération Tarbes Lourdes Pyrénées;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['48'];['48'];['Canalisations'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15786;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15786.pdf;FALSE
24-15810;24_15810;;Tierce maintenance applicative des outils Smtc 360, Mandat, Tresorerie;24-15810;FNS;['31'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-07;;Tisséo Collectivités (Syndicat Mixte des Transports de l'Agglomération Toulousaine);;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['163'];['163'];['Informatique (prestations de services)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15810;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15810.pdf;FALSE
24-15861;24_15861;;Travaux de voiries de chantier (y compris éclairage provisoire). Travaux de viabilisation consistent à la réalisation des branchements d'eau potable et raccordement au réseau Télécom/Fibre.;24-15861;FNS;['93'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-30;2024-02-29T12:00:00+00:00;Projet de rénovation urbaine s'inscrivant dans une démarche d'intensification résidentielle et de diversification sociale dans le cadre du NPRU.  Le programme repose sur la mixité de logements locatifs sociaux et privés ou logements en accession sociale et privé.;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['341'];['341'];['Terrassement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15861;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15861.pdf;FALSE
24-15676;24_15676;;ACQUISITION ET LIVRAISON DE FOURNITURE D'ACIER ET D'ALLIAGE, DE PIECES DE FIXATION, ET DE CONSOMMABLES POUR LE TRANSPORT DE FLUIDES DIVERS;24-15676;FNS;['35', '22', '56', '49', '53', '72', '44'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-06;2024-03-05T14:00:00+00:00;SPL EAU DU BASSIN RENNAIS;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['291'];['291'];['Quincaillerie (articles)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15676;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15676.pdf;FALSE
24-15570;24_15570;;Travaux d'aménagement d'un carrefour giratoire sur la RD974, et viabilisation de la Tranche 2 de la ZAC Brabois Forestière.;24-15570;FNS;['54'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-31;2024-03-11T17:00:00+00:00;SEBL GRAND EST;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['366', '116'];['366', '116'];['Voirie et réseaux divers', 'Espaces verts'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15570;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15570.pdf;FALSE
24-15291;24_15291;;Restructuration du réseau des déchetteries de la CCRLCM - Fabrezan & Luc sur Orbieu;24-15291;JOUE;['11'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T06:00:00+00:00;CCRCLM;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['96'];['96'];['Déchetterie (travaux)'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15291;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15291.pdf;FALSE
24-15302;24_15302;;Location et maintenance du parc de photocopieurs;24-15302;JOUE;['94'];;Marchés européens;2024-02-08;2024-03-19;2024-03-18T15:00:00+00:00;Ville du Perreux sur Marne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['160'];['160'];['Impression'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15302;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15302.pdf;FALSE
24-15160;24_15160;;Prestations de commissaire de justice pour les services de la Région Réunion;24-15160;JOUE;['974'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T08:00:00+00:00;Tribunal Administratif de La Réunion;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15160;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15160.pdf;FALSE
24-15226;24_15226;;Séjours en accueil de vacances pour les jeunes de la ville du Mans - été 2024;24-15226;JOUE;['72'];;Marchés européens;2024-02-08;2024-03-01;2024-03-01T16:00:00+00:00;Ville du Mans;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15226;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15226.pdf;FALSE
24-15260;24_15260;;Fourniture et entretien des pneumatiques poids lourd, véhicule légers et engins de chantier;24-15260;JOUE;['63'];;Marchés européens;2024-02-08;2024-03-12;2024-03-12T11:00:00+00:00;Ambert Livradois Forez Communauté de communes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['221', '274'];['221', '274'];['Mécanique', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15260;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15260.pdf;FALSE
24-14962;24_14962;;Acquisition d'une source de lumière pulsée collimatée UV 200 nm;24-14962;JOUE;['38'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T10:00:00+00:00;Tribunal administratif de Grenoble;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['215'];['215'];['Matériel de précision'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14962;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14962.pdf;FALSE
24-14997;24_14997;;ACQUISITION DE DEUX SYSTEMES DE CHROMATOGRAPHIE GAZEUSE COUPLEE A UN SPECTROMETRE DE MASSE ASSOCIE A UN PASSEUR « PURGE AND TRAP »;24-14997;JOUE;['31'];;Marchés européens;2024-02-08;2024-03-12;2024-03-12T15:00:00+00:00;Conseil départemental de la Haute-Garonne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['188'];['188'];['Laboratoire (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14997;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14997.pdf;FALSE
24-15098;24_15098;;Fourniture de matériel électrique;24-15098;JOUE;['56'];;Marchés européens;2024-02-08;2024-07-11;2024-03-11T10:00:00+00:00;COMITE CONSULTATIF INTERREGIONAL DE REGLEMENT AMIABLE DES DIFFERENDS OU LITIGES;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['203'];['203'];['Matériel électrique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15098;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15098.pdf;FALSE
24-15099;24_15099;;Accord-cadre relatif aux travaux publics pour l'entretien, les aménagements et les grosses réparations des bâtiments publics, de travaux de substitution sur les bâtiments, terrains privés et de bâtime;24-15099;JOUE;['93', '91', '92', '94', '95', '75'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T10:00:00+00:00;Ville d'aubervilliers;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['105'];['105'];['Electricité (travaux)'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15099;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15099.pdf;FALSE
24-15142;24_15142;;Fourniture et livraison de carburants et de combustibles;24-15142;JOUE;['05'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T10:00:00+00:00;Tribunal Administratif de Marseille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['52'];['52'];['Carburant, hydrocarbure'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15142;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15142.pdf;FALSE
24-15173;24_15173;;"Entretien des espaces verts sur les sites du Département de l""Eure et du SDIS - Lots 1 à 3";24-15173;JOUE;['27'];;Marchés européens;2024-02-08;2024-04-07;2024-03-11T13:00:00+00:00;Département de l'Eure;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15173;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15173.pdf;FALSE
24-14814;24_14814;;Vérifications périodiques des moyens de secours (extincteurs, RIA...) des sites de l'Université de Montpellier et de l'Ecole Nationale Supérieure de Chimie de Montpellier (ENSCM);24-14814;JOUE;['34', '30', '11', '66'];;Marchés européens;2024-02-08;2024-06-30;2024-03-13T10:00:00+00:00;Ecole Nationale Supérieure de Chimie de Montpellier;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14814;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14814.pdf;FALSE
24-14887;24_14887;;Achat de matériels et licences informatiques;24-14887;JOUE;['63'];;Marchés européens;2024-02-08;2024-03-13;2024-03-13T11:00:00+00:00;Mairie de thiers;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['162'];['162'];['Informatique (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14887;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14887.pdf;FALSE
24-14894;24_14894;;23MOE13 Prestations de maitrise d'oeuvre et missions complémentaires pour la mise en sécurité et lumière des remparts, et l'aménagement des accès de la villa Noailles à Hyères;24-14894;JOUE;['83'];;Marchés européens;2024-02-08;2024-03-12;2024-03-12T15:00:00+00:00;Metropole Toulon-Provence-Mediterranee;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118', '197'];['118', '197'];"['Etude', ""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14894;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14894.pdf;FALSE
24-14940;24_14940;;Fournitures d'objets promotionnels pour l'universite Paris 8;24-14940;JOUE;['93', '75', '92', '95', '91', '77', '94'];;Marchés européens;2024-02-08;2024-03-15;2024-03-11T10:00:00+00:00;Tribunal administratif de Montreuil;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['464'];['464'];['Objet publicitaire'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14940;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14940.pdf;FALSE
24-15051;24_15051;;Elaboration du Plan Local d'Urbanisme Intercommunal (PLUI) de la Communauté de Communes du Plateau de Lannemezan (CCPL) et d'un Règlement Local de Publicité (RLP);24-15051;JOUE;['65'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T11:00:00+00:00;Communauté de communes du Plateau de Lannemezan;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15051;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15051.pdf;FALSE
24-15286;24_15286;;Concession pour l'extension et l'exploitation du parking de la gare de Gazeran et le stationnement sur voirie de ses abords;24-15286;JOUE;['78', '75', '92', '28', '91'];;Marchés européens;2024-02-08;2024-04-06;2024-04-05T10:00:00+00:00;Commune de Gazeran;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['365'];['365'];['Voirie'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15286;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15286.pdf;FALSE
24-14806;24_14806;;Prestations de fouilles archéologiques avec plateforme du puits du sanctuaire de Gisacum et location d'engin;24-14806;JOUE;['27'];;Marchés européens;2024-02-08;2024-04-06;2024-03-08T13:00:00+00:00;Département de l'Eure;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['450'];['450'];['Fouille archéologique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14806;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14806.pdf;FALSE
24-14893;24_14893;;Maintenance des appareils de levage des bâtiments Colbert, Vauban, Necker, PMF et CASC du Ministère de l'Économie, des Finances et de la Souveraineté Industrielle et Numérique.;24-14893;JOUE;['75'];;Marchés européens;2024-02-08;2024-05-12;2024-03-12T10:00:00+00:00;Ministère de l'Economie, des finances et de la souveraineté industrielle et numérique;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14893;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14893.pdf;FALSE
24-14974;24_14974;;Accord-cadre alloti relatif à des prestations de services d'aménagement d'expositions temporaires du musée du quai Branly - Jacques Chirac;24-14974;JOUE;['75'];;Marchés européens;2024-02-08;2024-03-07;2024-03-07T10:00:00+00:00;Musée du quai Branly - Jacques Chirac;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14974;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14974.pdf;FALSE
24-15048;24_15048;;Accord-cadre à bons de commande pour la fourniture de matériel de désinfection pour les unités de production d'eau potable du SMDEA - Période 2024 à 2027 (Ariège 09);24-15048;JOUE;['09'];;Marchés européens;2024-02-08;2024-03-14;2024-03-14T11:00:00+00:00;Syndicat Mixte Départemental de l'Eau et de l'Assainissement;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['6'];['6'];['Alimentation en eau potable'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15048;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15048.pdf;FALSE
24-15258;24_15258;;Refonte et optimisation de l'atelier d'inter-ozonation de l'usine de Joinville-le-Pont;24-15258;JOUE;['94'];;Marchés européens;2024-02-08;2024-02-28;2024-02-28T11:00:00+00:00;EAU DE PARIS;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['144', '105', '6'];['144', '105', '6'];['Gros oeuvre', 'Electricité (travaux)', 'Alimentation en eau potable'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15258;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15258.pdf;FALSE
24-15275;24_15275;;Prestation de transport de produits de santé pharmaceutiques, de produits sanguins labiles et de produits divers pour le CHR D'ORLEANS et le Centre Hospitalier de Pithiviers - AO2023-36;24-15275;JOUE;['45'];;Marchés européens;2024-02-08;2024-04-01;;HEMO SERVICES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['347'];['347'];['Transport'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15275;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15275.pdf;FALSE
24-14798;24_14798;;Marché de maîtrise d'œuvre pour la démolition - reconstruction d'un Foyer de Travailleurs Migrants sis 27-31 rue Nationale à Boulogne (92) en vue de créer une résidence sociale de 290 logements.;24-14798;JOUE;['75', '92'];;Marchés européens;2024-02-08;2024-08-25;;Tribunal judiciaire de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14798;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14798.pdf;FALSE
