idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-19816;24_19816;;Fourniture et livraison de titres-restaurant à destination des agents du Syndicat Mixte Seine-et-Marne Numérique;24-19816;JOUE;['77'];;Marchés européens;2024-02-18;2024-03-12;2024-03-12T10:00:00+00:00;SYNDICAT MIXTE SEINE-ET-MARNE NUMERIQUE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['416'];['416'];['Titres restaurant'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19816;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19816.pdf
24-19832;24_19832;;Maintien en condition opérationnelle (MCO) des équipements spéciaux d?infrastructure des stations à liaisons numériques pour application Réséda (LINARES).;24-19832;JOUE;['33'];;Marchés européens;2024-02-18;2024-04-16;;CEGELEC DEFENSE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19832;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19832.pdf
24-19721;24_19721;;Conception, réalisation, exploitation et maintenance du centre départemental de natation à Sarlat;24-19721;JOUE;['24'];;Marchés européens;2024-02-18;2024-05-15;;Conseil départemental de la Dordogne;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['265'];['265'];['Piscine'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19721;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19721.pdf
24-19884;24_19884;;Marché d'entretien et d'aménagement des espaces verts sur la commune de Cogolin;24-19884;JOUE;['83'];;Marchés européens;2024-02-18;2024-03-21;2024-03-21T10:00:00+00:00;Mairie de Cogolin;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19884;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19884.pdf
24-19903;24_19903;;Délégation de service public pour l'exploitation des jeux et des activités annexes du Casino de Santenay.;24-19903;JOUE;['21', '71'];;Marchés européens;2024-02-18;2024-05-16;2024-05-16T15:30:00+00:00;Tribunal administratif de Dijon;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['406'];['406'];['Délégation de service public'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19903;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19903.pdf
24-19942;24_19942;;GROUPE SCOLAIRE HOUILLE BLANCHE - Mission de maîtrise d'oeuvre pour la construction d'un restaurant scolaire, la rénovation de l'école maternelle et la requalification de la cour de l'élémentaire;24-19942;JOUE;['38'];;Marchés européens;2024-02-18;2024-03-25;2024-03-25T19:00:00+00:00;VILLE DE GRENOBLE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19942;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19942.pdf
24-19965;24_19965;;Prestations récurrentes et ponctuelles de nettoyage de locaux pour les établissements du CCAS et du CTMR;24-19965;JOUE;['31'];;Marchés européens;2024-02-18;2024-05-15;;Centre Communal d'Action Sociale (CCAS) de Toulouse;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19965;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19965.pdf
24-19976;24_19976;;Prestations de transports sanitaires terrestres pour les établissements du GHT 84;24-19976;JOUE;['84'];;Marchés européens;2024-02-18;2024-04-16;;Ambulances LACUESTA;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['347'];['347'];['Transport'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19976;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19976.pdf
24-19986;24_19986;;La présente consultation porte sur la réalisation de différents types de prestation d'entretien des espaces verts sur le territoire de la Communauté de communes MACS.;24-19986;JOUE;['40'];;Marchés européens;2024-02-18;2024-03-18;2024-03-18T10:00:00+00:00;Communauté de communes MACS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116', '274'];['116', '274'];['Espaces verts', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19986;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19986.pdf
24-19993;24_19993;;MARCHE DE MAITRISE D'OEUVRE POUR LA RENOVATION ET EXTENSION DU GROUPE SCOLAIRE LE NOTRE;24-19993;JOUE;['95'];;Marchés européens;2024-02-18;2024-04-16;2024-03-19T14:00:00+00:00;TRIBUNAL ADMINISTRATIF DE CERGY-PONTOISE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19993;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19993.pdf
24-19994;24_19994;;Attribution marché de prestations d'orientations des bénéficiaires du RSA;24-19994;JOUE;['14'];;Marchés européens;2024-02-18;2024-03-17;;Conseil Départemental du Calvados (14);;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19994;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19994.pdf
24-20002;24_20002;;Groupement de commandes relatif à la fourniture et gestion des titres de  transport et de prestations annexes destinés aux élus et aux agents pour les  années 2024 à 2027;24-20002;JOUE;['93'];;Marchés européens;2024-02-18;2024-04-18;;société JANCARTHIER;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['417'];['417'];['Titres de transport'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20002;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20002.pdf
24-20057;24_20057;;Entretien des espaces verts sur le territoire de compétence de la Régie des Eaux de la Provence Verte (83);24-20057;JOUE;['83'];;Marchés européens;2024-02-18;2024-03-20;2024-03-20T11:00:00+00:00;Régie des Eaux de la Provence Verte (83);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116', '350', '274'];['116', '350', '274'];['Espaces verts', 'Travaux forestiers', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20057;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20057.pdf
24-20063;24_20063;;Fourniture de matériels informatique bureautiques pour la commune de La Grande Motte;24-20063;JOUE;['34'];;Marchés européens;2024-02-18;2024-05-15;;Mairie de La Grande Motte;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['162', '207'];['162', '207'];['Informatique (matériel)', 'Matériel de bureau'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20063;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20063.pdf
24-20089;24_20089;;Travaux et prestations pour l’activité d’éclairage public de SOREGIES;24-20089;JOUE;['86'];;Marchés européens;2024-02-18;2024-03-17;2024-02-22T09:00:00+00:00;Société d'Economie Mixte Locale Sorégies (86);;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['102'];['102'];['Eclairage public'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-20089;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-20089.pdf
24-19664;24_19664;;Mise à disposition de personnel intérimaire pour les besoins de l'Office français de l'Immigration et de l'Intégration (OFII);24-19664;JOUE;['75'];;Marchés européens;2024-02-18;2024-03-19;2024-03-19T10:00:00+00:00;TRIBUNAL ADMINISTRATIF DE PARIS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['461'];['461'];['Mise à disposition de personnel'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19664;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19664.pdf
24-19609;24_19609;;Études écologiques pour les projets d'infrastructures routières de la CeA;24-19609;JOUE;['67', '68'];;Marchés européens;2024-02-18;2024-05-24;2024-03-25T10:00:00+00:00;Tribunal Administratif de Strasbourg;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19609;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19609.pdf
24-19624;24_19624;;Acquisition d'un véhicule et d'un équipement combiné hydrocureur 3,5 tonnes;24-19624;JOUE;['72'];;Marchés européens;2024-02-18;2024-03-19;2024-03-19T16:00:00+00:00;Le Mans Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['475'];['475'];['Véhicules (acquisition)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19624;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19624.pdf
24-19639;24_19639;;CAMPAGNES DE COMMUNICATION;24-19639;JOUE;['68'];;Marchés européens;2024-02-18;2024-03-18;2024-03-18T11:00:00+00:00;Agence Régionale du Tourisme Grand-Est;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['285'];['285'];['Publicité, Communication'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19639;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19639.pdf
24-19744;24_19744;;23FOUR16 - ACBD FOURNITURE ET LIVRAISON DE PRODUITS DE TRAITEMENT, D'ANALYSE, DE POMPES ET D'ACCESSOIRES NECESSAIRES A LA MAINTENANCE DES PISCINES, BASSINS ET FONTAINES ORNEMENTALES;24-19744;JOUE;['83'];;Marchés européens;2024-02-18;2024-03-19;2024-03-19T15:00:00+00:00;Metropole Toulon-Provence-Mediterranee;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['449', '28'];['449', '28'];['Fontaine', 'Bassin, étang'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19744;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19744.pdf
24-19733;24_19733;;Réalisation de photographies publicitaires pour Igesa;24-19733;JOUE;['75'];;Marchés européens;2024-02-18;2024-05-15;;Institution de Gestion Sociale des Armées - IGESA;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['285'];['285'];['Publicité, Communication'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19733;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19733.pdf
24-19759;24_19759;;Centre interventionnel et HDJ - Hôpital Henri Mondor Lot n°02 - Etanchéité Lot n°03 - Bardages serrurerie Lot n°08 - Portes Automatiques Lot n°12 - Ascenseurs;24-19759;JOUE;['94'];;Marchés européens;2024-02-18;2024-04-26;2024-02-26T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19759;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19759.pdf
24-19760;24_19760;;Diagnostics des Produits, Equipements, Matériaux et Déchets (PEMD) et Assistance à Maîtrise d'Ouvrage (AMO) pour l'économie circulaire et la gestion des déchets des opérations de travaux de bâtiments.;24-19760;JOUE;['13'];;Marchés européens;2024-02-18;2024-04-16;;BUREAU ALPES CONTROLES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['455'];['455'];['Ingénierie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19760;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19760.pdf
24-19535;24_19535;;ACQUISITION DE MATÉRIELS DIVERS DE RESTAURATION SCOLAIRE;24-19535;JOUE;['974'];;Marchés européens;2024-02-18;2024-05-15;;COMMUNE DU TAMPON;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['77', '112'];['77', '112'];['Cuisine (équipement)', 'Equipement industriel'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19535;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19535.pdf
24-19815;24_19815;;EXPLOITATION DES RÉSEAUX ET OUVRAGES D'ÉVACUATION DES EAUX PLUVIALES DE LA VILLE DE MAIZIÈRES-LÈS-METZ;24-19815;JOUE;['57', '54'];;Marchés européens;2024-02-18;2024-03-30;2024-03-19T09:00:00+00:00;Tribunal Administratif de Strasbourg;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['306', '18'];['306', '18'];['Réseaux divers', 'Assainissement'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19815;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19815.pdf
24-19831;24_19831;;Fourniture, dépose et pose de mobilier urbain et de sécurité;24-19831;JOUE;['06'];;Marchés européens;2024-02-18;2024-05-15;;Mairie de Cannes;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['231'];['231'];['Mobilier urbain'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19831;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19831.pdf
24-19691;24_19691;;AMO pour le renouvellement et le suivi d externalisation de la DSP transport;24-19691;JOUE;['55'];;Marchés européens;2024-02-18;2024-03-18;2024-03-18T10:00:00+00:00;TA de Nancy;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19691;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19691.pdf
24-19671;24_19671;;Fourniture, mise en place et maintenance d'un système de gestion des temps et des activités;24-19671;JOUE;['92'];;Marchés européens;2024-02-18;2024-03-20;2024-03-20T09:00:00+00:00;Tribunal administratif de Cergy­ Pontoise;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['453'];['453'];['Informatique (assistance)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19671;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19671.pdf
24-19541;24_19541;;MAPS 2 : Mesure d'accompagnement social personnalisé;24-19541;JOUE;['91'];;Marchés européens;2024-02-18;2024-05-15;;Conseil Départemental de l'Essonne;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19541;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19541.pdf
24-19546;24_19546;;Formations intra et inter-entreprises pour le personnel du GIE iMSA;24-19546;JOUE;['82'];;Marchés européens;2024-02-18;2024-03-28;;LUDWIG;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['410'];['410'];['Formation'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19546;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19546.pdf
24-19837;24_19837;;23C0087 - Marché d'assurances;24-19837;JOUE;['06'];;Marchés européens;2024-02-18;2024-03-22;2024-03-22T13:00:00+00:00;Métropole Nice Côte d'Azur (06);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20', '274'];['20', '274'];['Assurance', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19837;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19837.pdf
24-19840;24_19840;;MEN-SG-AOO-23060-MOSAIC4_LAN;24-19840;JOUE;['75'];;Marchés européens;2024-02-18;2024-04-15;;ORANGE BUSINESS SERVICES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['163'];['163'];['Informatique (prestations de services)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19840;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19840.pdf
24-19844;24_19844;;Fourniture d'un groupe de vide au profit des adhérents du GCS GRAPS Grand Est;24-19844;JOUE;['55', '88', '54', '57'];;Marchés européens;2024-02-18;2024-03-18;2024-03-18T11:00:00+00:00;GCS GRAPS Grand Est;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['140'];['140'];['Gaz médicaux'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19844;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19844.pdf
24-19856;24_19856;;Plateaux Techniques Automatisés de biologie « Biochimie, immuno analyse, sérologie et biologie moléculaire » incluant la fourniture d'équipements pré-analytique, analytique, post-analytique, connectiq;24-19856;JOUE;['31', '81'];;Marchés européens;2024-02-18;2024-03-19;2024-03-19T10:00:00+00:00;CHU de Toulouse;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['8'];['8'];['Analyses médicales, biologiques'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19856;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19856.pdf
24-19872;24_19872;;Fourniture, intégration, maintenance et ingénierie de solutions de systèmes d'appel malades pour le compte des centres hospitaliers membres du GHT 44;24-19872;JOUE;['44'];;Marchés européens;2024-02-18;2024-03-19;2024-03-19T14:00:00+00:00;Tribunal Administratif de Nantes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['162'];['162'];['Informatique (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19872;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19872.pdf
24-19865;24_19865;;Conception et réalisation de campagnes d'informations pour les sites culturels et naturels du Département de la Vendée (hors impression);24-19865;JOUE;['85'];;Marchés européens;2024-02-18;2024-05-15;;Département de la Vendée;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274', '285'];['274', '285'];['Prestations de services', 'Publicité, Communication'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19865;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19865.pdf
24-19921;24_19921;;Fourniture de pièces détachées et d'équipements pour la maintenance du parc existant et la création de nouveaux sites des systèmes de fermetures automatiques.;24-19921;JOUE;['34'];;Marchés européens;2024-02-18;2024-03-25;2024-03-13T10:00:00+00:00;Montpellier Méditerranée Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['81', '115'];['81', '115'];"[""Contrôle d'accès"", 'Equipements spécialisés']";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19921;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19921.pdf
24-19937;24_19937;;Prestation de nettoyage des bâtiments communaux;24-19937;JOUE;['45'];;Marchés européens;2024-02-18;2024-03-26;2024-03-26T11:00:00+00:00;Ville de Saint-Denis-de-l'Hôtel;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19937;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19937.pdf
24-19909;24_19909;;Missions de Maitrise d'Oeuvre  - Construction d'une maison médicale;24-19909;JOUE;['74'];;Marchés européens;2024-02-18;2024-05-15;;Commune des Gets;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['455'];['455'];['Ingénierie'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19909;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19909.pdf
24-19913;24_19913;;Accord cadre à bons de commande de fourniture relatif à l'acquisition de mobilier par le Département du Nord dans le cadre de l'aménagement des collèges;24-19913;JOUE;['59'];;Marchés européens;2024-02-18;2024-03-21;2024-03-21T15:30:00+00:00;Conseil Départemental du NORD;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['230'];['230'];['Mobilier'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19913;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19913.pdf
24-19919;24_19919;;Prestations de contrôles règlementaires;24-19919;JOUE;['74'];;Marchés européens;2024-02-18;2024-03-25;2024-03-25T11:00:00+00:00;Ville d'ANNECY;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['72'];['72'];['Contrôle technique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19919;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19919.pdf
24-19920;24_19920;;Formation obligatoire des assistants maternels;24-19920;JOUE;['62'];;Marchés européens;2024-02-18;2024-03-18;2024-03-18T15:00:00+00:00;Conseil Départemental du Pas-de-Calais;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['410'];['410'];['Formation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-19920;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-19920.pdf
